Gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
Pcgf5,827.7419496,0.27169885,0.53721719,0.505752337,0.613030522,0.999842552
Gm5950,51.69787361,0.271803332,0.522864086,0.519835535,0.60317821,0.999842552
Gm13694,27.51459538,0.271860162,0.568562334,0.478153661,0.632540841,0.999842552
BC049762,9.328162877,0.271865481,1.37154203,0.198218848,0.842873842,0.999842552
Cpa3,4.706709721,0.271894369,1.991853428,0.136503201,0.891423494,0.999842552
Gm2390,6.639068725,0.271916017,1.253607083,0.216906893,0.828280906,0.999842552
Gm3508,4.144866763,0.272053978,1.354374649,0.200870548,0.840799797,0.999842552
Gcc1,1719.636069,0.272189803,1.067062285,0.255083332,0.798658738,0.999842552
B4galt5,1913.480736,0.27229876,0.70665834,0.385332974,0.699990735,0.999842552
Flnb,1995.934625,0.272359075,0.813138911,0.334947783,0.737664476,0.999842552
Bend7,658.2141269,0.272464342,0.64299356,0.423743501,0.671752886,0.999842552
D130043K22Rik,13.30606202,0.272508542,2.129532497,0.127966369,0.898175588,0.999842552
Arhgef17,2928.402181,0.272549564,0.722876953,0.377034519,0.706147952,0.999842552
Usp15,2789.744789,0.272611026,0.688867552,0.39573794,0.692298363,0.999842552
Pard6b,327.5825974,0.272700158,0.914469507,0.298205851,0.765546056,0.999842552
Gm41885,161.7319607,0.272708997,1.057746533,0.257820743,0.796545255,0.999842552
Pml,1009.792767,0.272742588,0.650153367,0.419504999,0.674847102,0.999842552
Hoxd9,708.1512987,0.272764897,0.574635782,0.474674403,0.635019065,0.999842552
Ift122,889.8789239,0.272768121,0.515938959,0.52868293,0.59702542,0.999842552
Srsf12,33.04107838,0.272812006,0.56366022,0.484000816,0.62838529,0.999842552
Rnu3b2,8.687070121,0.272829833,1.487611176,0.183401306,0.854483151,0.999842552
Tinagl1,1716.149138,0.272872457,0.43657787,0.625025855,0.531954089,0.999842552
Zfp146,1685.532898,0.272890299,2.847868512,0.095822647,0.92366143,0.999842552
Dgcr8,795.177609,0.272898181,0.650205911,0.419710398,0.674697028,0.999842552
Aknad1,93.29805837,0.273007186,0.449480399,0.607383964,0.543596128,0.999842552
Cd72,17.22629502,0.273061296,1.491481348,0.183080597,0.85473478,0.999842552
Bhlhb9,893.3263032,0.27312152,1.922693445,0.142051517,0.887039314,0.999842552
Afg1l,547.8021295,0.273161826,0.403910243,0.676293387,0.498854391,0.999842552
Camk2n1,2328.013433,0.27316589,0.366217943,0.74591072,0.455721349,0.999842552
Mon1b,790.497715,0.273263744,0.624975707,0.437238984,0.66193804,0.999842552
Arhgef16,264.261803,0.27343677,0.554297596,0.493303187,0.621798377,0.999842552
Lrrc4c,96.91136354,0.273439308,1.073953666,0.254609967,0.79902436,0.999842552
Urb1,1224.242001,0.273500165,0.650204612,0.420637073,0.674020118,0.999842552
Slc9a5,130.3137521,0.273568959,0.691983087,0.395340528,0.692591593,0.999842552
Nhlrc2,2807.896841,0.273582342,0.657404471,0.416155281,0.677296381,0.999842552
Zp4-ps,10.92368583,0.273585669,1.459640343,0.187433617,0.851320667,0.999842552
Speg,571.066187,0.27361283,0.351531558,0.778344999,0.436365654,0.999842552
Ndufb2,2978.249126,0.273657101,0.962884134,0.284205639,0.776252794,0.999842552
Ptpdc1,323.6438445,0.273668989,0.423381077,0.646389278,0.518027283,0.999842552
Trim59,1391.796222,0.273690008,0.781749297,0.350099462,0.726264055,0.999842552
Ric3,162.800021,0.273712195,0.611454631,0.447641054,0.65441227,0.999842552
4930500F10Rik,38.16326532,0.273745575,0.639657541,0.427956456,0.668682823,0.999842552
Mir6236,4913.438937,0.273815004,0.588640346,0.465165199,0.641813158,0.999842552
Xrn2,5025.232938,0.273834542,0.78781474,0.347587482,0.728150009,0.999842552
Gm46628,15.83084177,0.273858559,0.781168355,0.350575593,0.72590677,0.999842552
Gm18285,35.47580683,0.273876714,1.303521858,0.210105195,0.833585571,0.999842552
Ifngr1,1860.458533,0.27401148,0.342391361,0.800287365,0.423544322,0.999842552
Gm32639,14.16303865,0.27424744,1.57834529,0.173756301,0.862056988,0.999842552
Sox7,11.51958189,0.274287989,1.583303276,0.173237808,0.862464506,0.999842552
Gm31024,18.028357,0.274399465,0.942150357,0.291248062,0.770861607,0.999842552
Mndal,13.44758752,0.274424123,1.476158995,0.185904177,0.852519907,0.999842552
Il15ra,161.8621803,0.27447251,0.903913599,0.303649055,0.761395274,0.999842552
Gm10778,36.22387588,0.274549676,1.253483468,0.219029355,0.826627181,0.999842552
Ilkap,4086.702161,0.274866524,0.666171678,0.412606139,0.679895203,0.999842552
Gm5686,29.66468727,0.274891599,0.567503013,0.48438791,0.628110597,0.999842552
Cstf2,2671.412796,0.274906135,0.668435068,0.411268271,0.680875833,0.999842552
Gdap2,873.5078011,0.274951523,0.696326394,0.39486012,0.692946123,0.999842552
Smtnl2,229.7408456,0.274966513,0.579056144,0.474852941,0.634891796,0.999842552
Ankrd13d,137.1268532,0.275170798,0.643295395,0.427751854,0.668831793,0.999842552
Kcna5,7.921095484,0.275347826,1.404433789,0.196056111,0.844566248,0.999842552
Mamdc4,185.4402628,0.275397289,0.951949406,0.289298241,0.772353158,0.999842552
Dnah10,120.8326584,0.275482142,0.529075482,0.520685897,0.6025856,0.999842552
Vps4b,4027.741813,0.275590124,0.472942868,0.582713353,0.560086282,0.999842552
Socs1,401.8957864,0.275962334,0.974435493,0.28320226,0.777021796,0.999842552
1700113A16Rik,30.76828916,0.276015616,0.522072825,0.528691789,0.597019274,0.999842552
Tbccd1,681.9078078,0.276033355,0.520027145,0.530805666,0.595553453,0.999842552
Col13a1,146.2425618,0.276040461,0.58969805,0.468104754,0.63970968,0.999842552
Gm32273,43.40626225,0.276049319,1.195897146,0.230830318,0.817446627,0.999842552
Tdrd3,1525.089975,0.276118726,0.495477115,0.557278466,0.577337186,0.999842552
Stx3,2822.082821,0.27620476,0.611848607,0.451426638,0.651682088,0.999842552
Moap1,840.4348623,0.276222462,0.712499896,0.387680705,0.698252336,0.999842552
Lta4h,1944.007263,0.276368492,0.632177232,0.437169322,0.661988556,0.999842552
Gm7622,113.1722466,0.276369013,0.827497992,0.33398149,0.738393526,0.999842552
Ap5z1,658.8151498,0.276588216,0.631740631,0.437819262,0.661517307,0.999842552
Bicral,135.0514902,0.276632769,2.384506073,0.116012608,NA,NA
Cdyl2,635.0411014,0.276727189,0.710473278,0.38949697,0.696908551,0.999842552
Lrrc61,459.1184454,0.276753495,0.441817052,0.626398402,0.531053658,0.999842552
Gm15432,342.5780923,0.276808451,1.100581002,0.251511202,NA,NA
Pus10,1424.809687,0.276897548,0.467562251,0.592215362,0.553706384,0.999842552
Itpripl2,1315.201332,0.27694042,0.638282238,0.433883952,0.664372714,0.999842552
Cbr2,186.1132186,0.276947014,0.76448128,0.362267882,0.717151857,0.999842552
Lpar1,1211.617427,0.277016919,0.43160537,0.641829176,0.520984104,0.999842552
Ighm,3.380664517,0.277126504,2.157166967,0.128467804,0.897778776,0.999842552
Otulinl,22.89276784,0.27730565,0.751226486,0.369137212,0.712025454,0.999842552
Lrig3,780.6262111,0.277648293,0.875831573,0.317011057,0.751235212,0.999842552
Phex,462.7517474,0.277679371,0.681309608,0.407567085,0.683591534,0.999842552
Tmem19,2371.447956,0.277709681,0.454727254,0.610717038,0.541386925,0.999842552
Slc35f3,37.79466129,0.277720186,1.87533308,0.148091125,0.882270853,0.999842552
Kdm5c,5820.087872,0.27785278,0.404451782,0.686986169,0.492091444,0.999842552
Wbp4,1849.140756,0.277896674,0.446261979,0.622720929,0.533467927,0.999842552
Pip4k2a,1582.885367,0.277905919,0.428560543,0.648463615,0.516685137,0.999842552
Lypd6b,114.3641281,0.27805091,0.533151034,0.521523719,0.602001987,0.999842552
Pla2g2f,157.3894089,0.278071886,0.659362793,0.421728203,0.673223416,0.999842552
Gm2001,1.484165641,0.278099041,2.813836834,0.098832682,0.921271119,NA
Kat6b-ps2,8.625990424,0.278226402,2.095194373,0.132792645,0.894357372,0.999842552
Trim65,130.6687968,0.278234276,0.560379086,0.496510814,0.61953406,0.999842552
Wdr63,1.349087737,0.27838067,2.921555846,0.095285076,0.924088396,NA
Brwd1,1115.958189,0.278413801,0.589356839,0.472402767,0.63663933,0.999842552
Gapdh,4546.429072,0.278433093,0.437151043,0.636926521,0.524172707,0.999842552
Gspt1,8828.247618,0.27848594,0.648230427,0.429609486,0.667479736,0.999842552
Gm29733,25.00612557,0.278491809,1.368998721,0.20342737,0.838801009,0.999842552
Ppp1r10,1599.920532,0.27853138,0.685145142,0.406529015,0.684353942,0.999842552
Gm2274,779.8853671,0.278576137,0.792000556,0.3517373,0.725035284,0.999842552
Gm30877,11.66372959,0.278607189,2.181453718,0.127716296,0.898373493,0.999842552
Slc37a2,632.722085,0.278762301,0.681566174,0.409002547,0.682537792,0.999842552
Mcfd2,7851.191716,0.27877771,0.453697009,0.614457897,0.538912787,0.999842552
Gm2027,23.2558199,0.279059123,1.538580995,0.181374347,0.856073753,0.999842552
Grb10,1475.114676,0.279140782,0.706904121,0.394877854,0.692933035,0.999842552
Sipa1l1,2619.899632,0.279180559,0.939601691,0.297126497,0.766369936,0.999842552
Uchl4,84.59490198,0.279189883,0.389954283,0.715955422,0.474018875,0.999842552
Neurl4,1142.425091,0.279279828,1.314980463,0.212383253,0.83180805,0.999842552
Sipa1l2,2234.699217,0.279391539,0.960506026,0.290879527,0.77114346,0.999842552
Nr2f1,84.52137623,0.279507515,0.502019568,0.556766176,0.577687196,0.999842552
Gga1,5394.309802,0.27990269,0.604893779,0.462730317,0.643557685,0.999842552
Mrps2,1291.401195,0.28007276,0.70963958,0.394669024,0.693087166,0.999842552
Gpr1,236.488404,0.28017995,0.533806985,0.524871269,0.599672683,0.999842552
Syvn1,3383.180004,0.280343706,0.737469809,0.380142621,0.703839549,0.999842552
Dll4,29.22688858,0.280593645,0.686856855,0.408518373,0.682893145,0.999842552
Rnf19b,4602.845304,0.280606103,0.978731961,0.286703729,0.774339182,0.999842552
Nepro,1427.511275,0.280636345,0.522746165,0.536850127,0.591371143,0.999842552
Gstz1,694.1422201,0.280684861,0.375207471,0.748079085,0.454412457,0.999842552
Golm1,2482.502592,0.280732164,0.664778669,0.422294182,0.672810304,0.999842552
Cntn3,301.3159728,0.280749033,0.737156305,0.380854143,0.703311481,0.999842552
Mcph1,1094.880194,0.280760822,0.379251621,0.740302231,0.459116627,0.999842552
Gm11469,5.105353012,0.280794848,0.971906362,0.28891142,0.772649164,0.999842552
Serpinb6b,2088.538899,0.280906449,0.682132625,0.411806207,0.680481471,0.999842552
Gm7962,159.9922522,0.280952956,0.403829311,0.69572205,0.486602914,0.999842552
Atp2b2,5.572857814,0.281024272,1.367870101,0.205446607,0.837223209,0.999842552
Prkab1,1946.249542,0.281053328,0.401008637,0.700866021,0.483386631,0.999842552
Frs3,233.2390038,0.281102511,0.647625964,0.434050713,0.664251615,0.999842552
Gm26534,6.984391146,0.281110683,1.394376577,0.201603131,0.840226998,0.999842552
Tbl1x,5647.97176,0.281276879,0.785138149,0.358251448,0.720155149,0.999842552
Rab7-ps1,541.8015137,0.281316669,0.842974864,0.333718929,0.738591664,0.999842552
Adcy6,2109.973797,0.28136193,0.465053931,0.60500925,0.545172851,0.999842552
Gm12263,253.9279717,0.281369861,0.597521759,0.470894753,0.637715895,0.999842552
Zfyve9,1302.265247,0.281370374,0.646567321,0.435175681,0.663434913,0.999842552
Pdgfc,2627.664681,0.281385768,0.612936094,0.459078476,0.646177813,0.999842552
E130317F20Rik,135.0266985,0.281394539,0.584599181,0.481346105,0.630270534,0.999842552
Ets2,1309.737487,0.281398621,0.493774211,0.569893312,0.568750061,0.999842552
Sesn2,1591.091483,0.281478115,0.929954877,0.302679325,0.762134255,0.999842552
Pld2,830.7516044,0.281513321,0.534682317,0.526505762,0.59853685,0.999842552
Upf3b,1876.907483,0.281622478,0.29856898,0.943240915,0.34555769,0.999842552
Bmp2,1262.984602,0.281645211,0.512692935,0.549344826,0.58276883,0.999842552
Slc9a6,947.3807121,0.281799599,0.417126767,0.675573043,0.499311761,0.999842552
Plscr2,171.5216691,0.281923759,0.368729597,0.76458131,0.444520902,0.999842552
Trp53i11,2074.482952,0.281977439,0.693750552,0.406453643,0.684409312,0.999842552
Gm14408,24.92203558,0.282061911,0.550389829,0.512476605,0.608317489,0.999842552
Gm13205,61.38038327,0.282121469,0.508130388,0.555214717,0.578747804,0.999842552
Anks4b,28.99923149,0.282201859,1.529918013,0.184455544,0.8536561,0.999842552
Ski,3231.809514,0.282324192,1.599071915,0.176555031,0.859857919,0.999842552
Snap47,2240.723606,0.282531328,0.538116249,0.525037719,0.599556971,0.999842552
Ap2b1,284.5620982,0.28258998,1.871782459,0.15097373,NA,NA
Gm13176,52.09323243,0.282714861,0.874157286,0.32341418,0.746381592,0.999842552
Pvt1,147.0513575,0.28272604,0.506880765,0.557776226,0.576997199,0.999842552
Gulo,814.057211,0.282968599,0.468328219,0.604210012,0.545704025,0.999842552
Ptprm,875.0387136,0.283007777,0.656334785,0.431194238,0.666327143,0.999842552
Ppp1r3f,272.8378841,0.28310429,0.423372545,0.668688353,0.503694298,0.999842552
Fyb,41.00983322,0.283140031,0.629382823,0.449869334,0.652804661,0.999842552
Igtp,132.4942254,0.283162144,0.370998505,0.763243355,0.445318277,0.999842552
Smndc1,1948.568095,0.283314564,0.643370199,0.440360098,0.65967632,0.999842552
Gm32249,14.29790726,0.283377305,0.773470032,0.366371408,0.714087952,0.999842552
Efnb2,4365.692583,0.283414807,0.790972337,0.358311908,0.720109908,0.999842552
Platr14,22.38383647,0.28362913,0.674237039,0.42066679,0.673998415,0.999842552
Dhh,1614.834706,0.283792452,0.580315735,0.489031117,0.624819667,0.999842552
2810021J22Rik,342.625192,0.283818699,0.571852522,0.496314502,0.619672536,0.999842552
Agpat5,2033.525512,0.28385547,0.425267978,0.667474357,0.504469184,0.999842552
1700023D09Rik,18.26879873,0.283862132,0.641303502,0.442633061,0.658031167,0.999842552
Asb1,562.9093915,0.283889216,1.246987187,0.227660091,0.819910501,0.999842552
Trim62,574.2587773,0.283893354,0.633308933,0.448269935,0.653958396,0.999842552
Trim47,1397.699222,0.283988043,0.408149192,0.695794696,0.486557411,0.999842552
Gm17805,8.055584505,0.284025433,1.329442967,0.213642435,0.830825905,0.999842552
Acsf2,981.2916529,0.28413345,0.471341957,0.602818072,0.546629723,0.999842552
Mir322,2.778795089,0.284234246,1.080490991,0.263060264,0.79250413,0.999842552
Mir6990,2.778795089,0.284234246,1.080490991,0.263060264,0.79250413,0.999842552
Cd9,1916.21574,0.284271131,0.667871197,0.425637656,0.670371897,0.999842552
Gm13822,38.7011807,0.2845919,1.710316917,0.166397173,0.867844398,0.999842552
Ppp1r18,1231.609582,0.284616725,0.799322541,0.356072437,0.721786318,0.999842552
Gm33195,113.3186084,0.284646197,0.807609493,0.352455239,0.724496881,0.999842552
Gng12,2235.842471,0.284675479,0.947703279,0.300384609,0.763883802,0.999842552
Gm10126,2.417587818,0.284677359,1.357367077,0.209727615,0.833880271,0.999842552
Tsr1,3779.888527,0.284718809,0.409050961,0.696047281,0.48639922,0.999842552
Fam72a,176.8674179,0.284753213,0.781477922,0.36437781,0.715575904,0.999842552
Lrrc8a,2264.001722,0.28475577,0.534177791,0.533073023,0.593983032,0.999842552
Gdi2,12820.58908,0.284844957,0.29543708,0.964147619,0.334971921,0.999842552
Gpr179,29.55051811,0.284977505,0.64817698,0.439660022,0.660183362,0.999842552
9130020K20Rik,350.3447749,0.285082725,0.536900126,0.53097906,0.59543329,0.999842552
Arhgef3,814.465868,0.285124712,0.589776227,0.483445583,0.628779389,0.999842552
Pomt1,1688.388907,0.285231435,2.024289444,0.140904472,0.887945409,0.999842552
Stx1b,31.7762793,0.285260798,0.867138209,0.328968087,0.742179809,0.999842552
Polm,648.4700077,0.285275587,0.787269613,0.362360724,0.717082486,0.999842552
Arx,165.1355494,0.28532783,0.794933038,0.358933163,0.71964509,0.999842552
Ranbp9,3109.052947,0.285344248,0.463929667,0.615059282,0.538515571,0.999842552
Aqp11,152.2469095,0.285578974,0.651609038,0.438267362,0.661192482,0.999842552
Ipcef1,193.7019131,0.285579126,0.702204521,0.406689386,0.684236137,0.999842552
Brd2,2899.675538,0.285640529,1.199511215,0.23813077,0.81177967,0.999842552
Cpsf2,4411.12878,0.285690949,0.63031523,0.453250906,0.65036808,0.999842552
Ppwd1,648.6023126,0.285772794,0.752097674,0.37996766,0.703969421,0.999842552
Gmppa,1188.808336,0.285829036,1.256027658,0.227565878,0.81998375,0.999842552
Ranbp6,1480.746981,0.285831695,0.621620715,0.459816876,0.645647669,0.999842552
Gabra5,140.0988582,0.285876352,0.908874279,0.31453894,0.753111746,0.999842552
Aqp3,87.38984049,0.28589075,0.436967514,0.654260879,0.512943745,0.999842552
Rassf5,213.3222246,0.28590856,0.682308136,0.419031439,0.675193156,0.999842552
Corin,557.8006541,0.285970509,0.89995124,0.317762226,0.750665306,0.999842552
Gm10161,2.950870541,0.285982933,2.126171584,0.134506046,0.893002431,0.999842552
Stim2,1760.415857,0.286013624,0.431760413,0.662435959,0.507691864,0.999842552
Gm12216,60.92081873,0.286117265,0.749703714,0.381640454,0.702728074,0.999842552
Trav9n-2,2.643717185,0.286290293,2.190581984,0.13069143,0.896019412,0.999842552
Fitm2,78.05815684,0.286384121,0.716010988,0.399971685,0.689177372,0.999842552
Rab10,7789.244533,0.286410168,0.688273848,0.416128215,0.677316184,0.999842552
Srek1,2537.668034,0.286432384,0.723402778,0.395951457,0.69214084,0.999842552
Gm4751,13.00574643,0.286660692,0.975877886,0.293746478,0.768951636,0.999842552
Larp1,4678.692819,0.286697202,1.510610871,0.189788918,0.84947454,0.999842552
Ap1g1,4206.252465,0.286701795,0.707943895,0.404978131,0.685493586,0.999842552
Ttc3,2405.259526,0.286707426,1.161713518,0.246797013,0.805065323,0.999842552
Slc45a2,2.321958608,0.286849837,2.772147593,0.103475673,0.917585456,0.999842552
Caprin2,441.7821639,0.287041999,0.516695025,0.555534668,0.578529004,0.999842552
Scpep1,1058.945668,0.287091735,0.756516733,0.379491586,0.704322851,0.999842552
Vstm2a,61.20518862,0.287163206,0.761097588,0.377301427,0.705949612,0.999842552
Kansl3,3153.907118,0.287249553,2.12880525,0.134934632,0.892663558,0.999842552
Gm12020,118.3270937,0.287252486,0.458590928,0.626380655,0.531065295,0.999842552
Spata21,250.6262978,0.287325353,0.61575538,0.466622563,0.640769941,0.999842552
Agtrap,945.4455248,0.287366447,0.365320701,0.786614189,0.431507751,0.999842552
Mfsd2a,1395.846966,0.287484419,0.571741813,0.5028221,0.615089354,0.999842552
Mob3b,591.1429161,0.287504996,0.75811074,0.379238785,0.704510552,0.999842552
Pcdhgb2,146.1922509,0.287534809,0.879532607,0.326917736,0.743730106,0.999842552
Gm15441,67.00823145,0.28754164,0.667364599,0.430861392,0.666569157,0.999842552
Gabbr1,310.6165121,0.287584784,0.424009886,0.678250186,0.497613077,0.999842552
Phf14,3054.905803,0.287866963,0.367049754,0.784272323,0.432880336,0.999842552
Gm6477,1019.916253,0.287973653,0.604311371,0.476531912,0.633695478,0.999842552
Pcyt1a,14533.01347,0.288015061,0.508895663,0.565960926,0.571420343,0.999842552
Naip1,68.78309028,0.288134253,0.578679542,0.497916778,0.618542701,0.999842552
Nlgn2,4262.624043,0.288278708,0.72980591,0.395007363,0.692837454,0.999842552
Kifap3,585.3686085,0.288406597,1.479639331,0.194916823,0.845458064,0.999842552
Prim2,890.2430886,0.288470244,0.655113331,0.440336397,0.659693484,0.999842552
Dyrk1b,1571.933477,0.288478572,0.457305958,0.630821809,0.528157042,0.999842552
Gm3338,3.911064225,0.288503943,1.241707614,0.232344507,0.816270447,0.999842552
Bsdc1,1854.581368,0.288592108,0.756104041,0.381683065,0.702696463,0.999842552
Gabbr1,276.8498112,0.288623175,0.431311146,0.669176249,0.503383055,0.999842552
